Title,EmploymentType,Location,Closingdate,Agency,Link,ClosingDate2
Fiscal Technician Sr,Full-Time (Salaried),Petersburg,Feb 24 2023 at 23:55 EST,Department of Health,https://www.jobs.virginia.gov/jobs/fiscal-technician-sr-petersburg-virginia-united-states,2023-02-24T23:55:00Z
Cognitive Counselor: P&P District #39 Harrisonburg #P3935,Full-Time (Salaried),"Harrisonburg
  Rockingham
  Staunton",Feb 24 2023 at 23:55 EST,Dept of Corr - Central Admin,https://www.jobs.virginia.gov/jobs/cognitive-counselor-harrisonburg-virginia-united-states,2023-02-24T23:55:00Z
Registered Nurse - Virginia Correctional Center for Women,Full-Time (Salaried),"Goochland
  Richmond",,Dept of Corr - Central Admin,https://www.jobs.virginia.gov/jobs/registered-nurse-goochland-virginia-united-states-7c4a38d2-4647-47e3-aec7-86755f15918c,NA
Corrections Officer: River North Correctional Center #00211,Full-Time (Salaried),"Galax
  Goochland
  Pittsylvania",,Dept of Corr - Central Admin,https://www.jobs.virginia.gov/jobs/corrections-officer-river-north-correctional-center-galax-virginia-united-states-pittsylvania-goochland,NA
Mental Health Clinician I - Virginia Correctional Center for Women,Full-Time (Salaried),"Goochland
  Richmond",,Dept of Corr - Central Admin,https://www.jobs.virginia.gov/jobs/mental-health-clinician-i-goochland-virginia-united-states,NA
Roofing and Siding Instructor: Augusta Correctional Center #ED008,Full-Time (Salaried),"Outside of State
  Augusta County
  Bath
  Bedford
  Bedford County
  Buena Vista
  Covington
  Harrisonburg
  Lexington
  Rockbridge County
  Rockingham
  Stafford

            Outside of State
  Augusta County
  Bath",,Dept of Corr - Central Admin,https://www.jobs.virginia.gov/jobs/roofing-and-siding-instructor-craigsville-virginia-united-states,NA
Licensed Practical Nurse - Virginia Correctional Center for Women,Full-Time (Salaried),"Goochland
  Richmond",,Dept of Corr - Central Admin,https://www.jobs.virginia.gov/jobs/licensed-practical-nurse-goochland-virginia-united-states-3f190c99-badd-4e61-bad5-1ee5740cb327,NA
Mental Health Clinician I - State Farm Complex,Full-Time (Salaried),"Goochland
  Powhatan",,Dept of Corr - Central Admin,https://www.jobs.virginia.gov/jobs/mental-health-clinician-i-state-farm-virginia-united-states,NA
Registered Nurse Coordinator - Fluvanna Correctional Center for Women,Full-Time (Salaried),Fluvanna,,Dept of Corr - Central Admin,https://www.jobs.virginia.gov/jobs/registered-nurse-coordinator-troy-virginia-united-states,NA
Licensed Practical Nurse - State Farm Complex,Full-Time (Salaried),"Goochland
  Richmond",,Dept of Corr - Central Admin,https://www.jobs.virginia.gov/jobs/licensed-practical-nurse-state-farm-virginia-united-states,NA
Registered Nurse Supervisor Senior - Fluvanna Correctional Center for Women,Full-Time (Salaried),"Charlottesville
  Fluvanna
  Louisa",,Dept of Corr - Central Admin,https://www.jobs.virginia.gov/jobs/registered-nurse-supervisor-senior-troy-virginia-united-states,NA
Registered Nurse - Fluvanna Correctional Center for Women,Full-Time (Salaried),"Charlottesville
  Fluvanna
  Louisa",,Dept of Corr - Central Admin,https://www.jobs.virginia.gov/jobs/registered-nurse-troy-virginia-united-states-f7c8d8de-1089-4501-99ea-6306423aca78,NA
Program Support Technician: (Operations) Green Rock Correctional Center #00078,Full-Time (Salaried),Pittsylvania,,Dept of Corr - Central Admin,https://www.jobs.virginia.gov/jobs/program-support-technician-operations-chatham-virginia-united-states,NA
Corrections Officer: (Patrol Canine) River North Correctional Center #00207,Full-Time (Salaried),Grayson,Feb 24 2023 at 23:55 EST,Dept of Corr - Central Admin,https://www.jobs.virginia.gov/jobs/corrections-officer-patrol-canine-river-north-correctional-center-00207-grayson-virginia-united-states,2023-02-24T23:55:00Z
Probation Officer: Cold Springs CCAP #01198,Full-Time (Salaried),Augusta County,Feb 24 2023 at 23:55 EST,Dept of Corr - Central Admin,https://www.jobs.virginia.gov/jobs/probation-officer-cold-springs-ccap-augusta-county-virginia-united-states,2023-02-24T23:55:00Z
Hearing Officer: Green Rock Correctional Center #00091,Full-Time (Salaried),Pittsylvania,Feb 24 2023 at 23:55 EST,Dept of Corr - Central Admin,https://www.jobs.virginia.gov/jobs/hearing-officer-green-rock-correctional-center-pittsylvania-virginia-united-states,2023-02-24T23:55:00Z
Physician MD - Fluvanna Correctional Center for Women,Full-Time (Salaried),"Charlottesville
  Fluvanna
  Gordonsville
  Louisa
  Orange

            Charlottesville
  Fluvanna
  Gordonsville",,Dept of Corr - Central Admin,https://www.jobs.virginia.gov/jobs/physician-md-troy-virginia-united-states,NA
Electrical Teacher: Keen Mountain Correctional Center #ED007,Full-Time (Salaried),"Outside of State
  Alleghany
  Bedford
  Bedford County
  Botetourt County
  Buchanan
  Lexington
  Roanoke
  Rockbridge County
  Salem

            Outside of State
  Alleghany
  Bedford",,Dept of Corr - Central Admin,https://www.jobs.virginia.gov/jobs/electrical-teacher-oakwood-virginia-united-states,NA
Licensed Practical Nurse - Fluvanna Correctional Center for Women,Full-Time (Salaried),"Charlottesville
  Culpepper
  Fluvanna
  Gordonsville

            Charlottesville
  Culpepper
  Fluvanna",,Dept of Corr - Central Admin,https://www.jobs.virginia.gov/jobs/licensed-practical-nurse-troy-virginia-united-states-ddb84495-b82e-4229-9433-aac1970bbb4e,NA
Nursing Assistant (CNA) - Fluvanna Correctional Center for Women,Full-Time (Salaried),"Charlottesville
  Fluvanna
  Louisa",,Dept of Corr - Central Admin,https://www.jobs.virginia.gov/jobs/nursing-assistant-cna-troy-virginia-united-states,NA
Mental Health Clinician I  - Coffeewood Correctional Center,Full-Time (Salaried),Culpepper,,Dept of Corr - Central Admin,https://www.jobs.virginia.gov/jobs/mental-health-clinician-i-mitchells-virginia-united-states,NA
Licensed Practical Nurse - Buckingham Correctional Center,Full-Time (Salaried),Buckingham,,Dept of Corr - Central Admin,https://www.jobs.virginia.gov/jobs/licensed-practical-nurse-dillwyn-virginia-united-states-5482f0e7-8c89-45c9-a06f-a73ff9173cc1,NA
Registered Nurse - Green Rock Correctional Center,Full-Time (Salaried),Pittsylvania,,Dept of Corr - Central Admin,https://www.jobs.virginia.gov/jobs/registered-nurse-green-rock-correctional-center-pittsylvania-virginia-united-states,NA
Mental Health Clinician I -Keen Mountain Correctional Center,Full-Time (Salaried),Buchanan,,Dept of Corr - Central Admin,https://www.jobs.virginia.gov/jobs/mental-health-clinician-i-oakwood-virginia-united-states,NA
Dentist - River North Correctional Center,Full-Time (Salaried),Grayson,,Dept of Corr - Central Admin,https://www.jobs.virginia.gov/jobs/dentist-independence-virginia-united-states,NA
Dentist - Keen Mountain Correctional Center,Full-Time (Salaried),Buchanan,,Dept of Corr - Central Admin,https://www.jobs.virginia.gov/jobs/dentist-oakwood-virginia-united-states,NA
Assistant Chief Medical Examiner- Western OCME,Full-Time (Salaried),"Roanoke
  Roanoke County",,Department of Health,https://www.jobs.virginia.gov/jobs/assistant-chief-medical-examiner-western-ocme-roanoke-virginia-united-states-roanoke-county,NA
Corrections Officer: Wallen's Ridge State Prison #00247,Full-Time (Salaried),"Wise, Virginia",,Dept of Corr - Central Admin,https://www.jobs.virginia.gov/jobs/corrections-officer-big-stone-gap-virginia-united-states,NA
Registered Nurse - Buckingham Correctional Center,Full-Time (Salaried),Buckingham,,Dept of Corr - Central Admin,https://www.jobs.virginia.gov/jobs/registered-nurse-dillwyn-virginia-united-states-d3722def-fed5-4910-b07c-e49c379ec9a8,NA
Registered Nurse - Bland Correctional Center,Full-Time (Salaried),Bland,,Dept of Corr - Central Admin,https://www.jobs.virginia.gov/jobs/registered-nurse-bland-virginia-united-states,NA
Roadway Design Engineer,Full-Time (Salaried),Salem,Mar 9 2023 at 23:55 EST,VA Dept of Transportation,https://www.jobs.virginia.gov/jobs/roadway-design-engineer-salem-virginia-united-states,2023-03-09T23:55:00Z
Building and Grounds Superintendent B,Full-Time (Salaried),Richmond,,Department of Motor Vehicles,https://www.jobs.virginia.gov/jobs/building-and-grounds-superintendent-b-richmond-virginia-united-states,NA
Traffic Signals Engineer,Full-Time (Salaried),Prince William,Mar 1 2023 at 23:55 EST,VA Dept of Transportation,https://www.jobs.virginia.gov/jobs/traffic-signals-engineer-prince-william-virginia-united-states,2023-03-01T23:55:00Z
HVAC Installation & Repair Supervisor: Greensville Correctional Center #01136,Full-Time (Salaried),Greensville,Mar 3 2023 at 23:55 EST,Dept of Corr - Central Admin,https://www.jobs.virginia.gov/jobs/hvac-installation-repair-supervisor-greensville-correctional-center-greensville-virginia-united-states,2023-03-03T23:55:00Z
DMV Customer Services Generalist Sr- District Floater 01232,Full-Time (Salaried),Washington,Feb 26 2023 at 23:55 EST,Department of Motor Vehicles,https://www.jobs.virginia.gov/jobs/dmv-customer-services-generalist-sr-district-floater-01232-washington-virginia-united-states,2023-02-26T23:55:00Z
Maintenance Operator (Front Royal AHQ),Full-Time (Salaried),Staunton,,VA Dept of Transportation,https://www.jobs.virginia.gov/jobs/maintenance-operator-front-royal-ahq-staunton-virginia-united-states,NA
Legal Assistant - Chesterfield,Full-Time (Salaried),Chesterfield,Feb 24 2023 at 23:55 EST,Indigent Defense Commission,https://www.jobs.virginia.gov/jobs/legal-assistant-chesterfield-chesterfield-virginia-united-states,2023-02-24T23:55:00Z
Probation Officer,Full-Time (Salaried),Manassas,Feb 26 2023 at 23:55 EST,Department of Juvenile Justice,https://www.jobs.virginia.gov/jobs/probation-officer-manassas-virginia-united-states,2023-02-26T23:55:00Z
Probation Officer,Full-Time (Salaried),Manassas,Feb 26 2023 at 23:55 EST,Department of Juvenile Justice,https://www.jobs.virginia.gov/jobs/probation-officer-virginia-united-states-manassas,2023-02-26T23:55:00Z
Office Services Specialist,Full-Time (Salaried),Buchanan,Mar 3 2023 at 23:55 EST,Department of Health,https://www.jobs.virginia.gov/jobs/office-services-specialist-buchanan-virginia-united-states,2023-03-03T23:55:00Z
System Administrator,Full-Time (Salaried),Richmond,Mar 1 2023 at 23:55 EST,VA Information Tech Agency,https://www.jobs.virginia.gov/jobs/system-administrator-richmond-virginia-united-states,2023-03-01T23:55:00Z
PH Nurse,Full-Time (Salaried),Prince William,Mar 8 2023 at 23:55 EST,Department of Health,https://www.jobs.virginia.gov/jobs/ph-nurse-prince-william-virginia-united-states,2023-03-08T23:55:00Z
Engineer Supervisor Structure & Bridge Inspection,Full-Time (Salaried),Colonial Heights,Mar 1 2023 at 23:55 EST,VA Dept of Transportation,https://www.jobs.virginia.gov/jobs/engineer-supervisor-structure-bridge-inspection-colonial-heights-virginia-united-states,2023-03-01T23:55:00Z
Park Ranger - Natural Bridge State Park,Full-Time (Salaried),Rockbridge County,Feb 28 2023 at 23:55 EST,Dept Conservation & Recreation,https://www.jobs.virginia.gov/jobs/park-ranger-natural-bridge-state-park-rockbridge-county-virginia-united-states,2023-02-28T23:55:00Z
Scheduler,Full-Time (Salaried),Richmond,,Lieutenant Governor,https://www.jobs.virginia.gov/jobs/scheduler-richmond-virginia-united-states,NA
Equipment Repair Technician I - Northern Neck,Full-Time (Salaried),Richmond County,Mar 1 2023 at 23:55 EST,VA Dept of Transportation,https://www.jobs.virginia.gov/jobs/equipment-repair-technician-i-northern-neck-richmond-county-virginia-united-states,2023-03-01T23:55:00Z
Bridge Maintenance Crew Member Caroline & Middlesex,Full-Time (Salaried),Caroline,Mar 1 2023 at 23:55 EST,VA Dept of Transportation,https://www.jobs.virginia.gov/jobs/bridge-maintenance-crew-member-caroline-middlesex-caroline-virginia-united-states,2023-03-01T23:55:00Z
Spanish Language Court Interpreter - Fauquier,Full-Time (Salaried),Fauquier County,,Supreme Court,https://www.jobs.virginia.gov/jobs/spanish-language-court-interpreter-fauquier-fauquier-county-virginia-united-states,NA
Benefits Assistant,Full-Time (Salaried),North Chesterfield,Mar 1 2023 at 23:55 EST,Department of State Police,https://www.jobs.virginia.gov/jobs/benefits-assistant-north-chesterfield-virginia-united-states,2023-03-01T23:55:00Z
"Program Manager, Office of Agriculture & Forestry Development",Full-Time (Salaried),Richmond,Mar 8 2023 at 23:55 EST,Agriculture & Consumer Svcs,https://www.jobs.virginia.gov/jobs/program-manager-office-of-agriculture-forestry-development-richmond-virginia-united-states,2023-03-08T23:55:00Z
Office Services Specialist: Indian Creek Ctr #00161,Full-Time (Salaried),Chesapeake,Mar 1 2023 at 23:55 EST,Dept of Corr - Central Admin,https://www.jobs.virginia.gov/jobs/office-services-specialist-indian-creek-ctr-00161-chesapeake-virginia-united-states,2023-03-01T23:55:00Z
Application Programmer/Analyst Senior ($5000.00 Sign On Bonus),Full-Time (Salaried),Richmond,Mar 7 2023 at 23:55 EST,Department of Juvenile Justice,https://www.jobs.virginia.gov/jobs/application-programmer-analyst-senior-5000-00-sign-on-bonus-richmond-virginia-united-states,2023-03-07T23:55:00Z
Storekeeper Supervisor:  Indian Creek Correctional Ctr #00325,Full-Time (Salaried),Chesapeake,Mar 1 2023 at 23:55 EST,Dept of Corr - Central Admin,https://www.jobs.virginia.gov/jobs/storekeeper-supervisor-indian-creek-correctional-ctr-00325-chesapeake-virginia-united-states,2023-03-01T23:55:00Z
VRO - P0170 - VWP Specialist,Full-Time (Salaried),Harrisonburg,Mar 1 2023 at 23:55 EST,Dept of Environmental Quality,https://www.jobs.virginia.gov/jobs/vro-p0170-vwp-specialist-harrisonburg-virginia-united-states,2023-03-01T23:55:00Z
Corrections Officer: Greensville Correctional Center,Full-Time (Salaried),Greensville,,Dept of Corr - Central Admin,https://www.jobs.virginia.gov/jobs/corrections-officer-greensville-correctional-center-greensville-virginia-united-states,NA
Corrections Officer: Sussex I and II State Prison Complex,Full-Time (Salaried),"Surry
  Sussex",,Dept of Corr - Central Admin,https://www.jobs.virginia.gov/jobs/corrections-officer-sussex-i-and-ii-state-prison-complex-surry-virginia-united-states-sussex,NA
Senior Software QA Analyst,Full-Time (Salaried),Richmond,Mar 2 2023 at 23:55 EST,VA Workers' Compensation Comm,https://www.jobs.virginia.gov/jobs/senior-software-qa-analyst-richmond-virginia-united-states,2023-03-02T23:55:00Z
Chief Ranger Law Enforcement - Widewater State Park,Full-Time (Salaried),Stafford,Feb 27 2023 at 23:55 EST,Dept Conservation & Recreation,https://www.jobs.virginia.gov/jobs/chief-ranger-law-enforcement-widewater-state-park-stafford-virginia-united-states,2023-02-27T23:55:00Z
Corrections Sergeant: Augusta Correctional Center #00693,Full-Time (Salaried),Augusta County,Feb 24 2023 at 23:55 EST,Dept of Corr - Central Admin,https://www.jobs.virginia.gov/jobs/corrections-sergeant-augusta-correctional-center-augusta-county-virginia-united-states,2023-02-24T23:55:00Z
Corrections Officer: River North Correctional Center #00378,Full-Time (Salaried),Grayson,,Dept of Corr - Central Admin,https://www.jobs.virginia.gov/jobs/corrections-officer-river-north-correctional-center-grayson-virginia-united-states,NA
Corrections Officer: Bland Correctional Center #00313,Full-Time (Salaried),Bland,,Dept of Corr - Central Admin,https://www.jobs.virginia.gov/jobs/corrections-officer-bland-correctional-center-bland-virginia-united-states,NA
Corrections Officer: Keen Mountain Correctional Center #00253,Full-Time (Salaried),Buchanan,,Dept of Corr - Central Admin,https://www.jobs.virginia.gov/jobs/corrections-officer-keen-mountain-correctional-center-buchanan-virginia-united-states,NA
Corrections Officer: Pocahontas St Correctional Center #00373,Full-Time (Salaried),Tazewell,,Dept of Corr - Central Admin,https://www.jobs.virginia.gov/jobs/corrections-officer-pocahontas-st-correctional-center-tazewell-virginia-united-states,NA
Corrections Officer: Green Rock Correctional Center #00203,Full-Time (Salaried),Pittsylvania,,Dept of Corr - Central Admin,https://www.jobs.virginia.gov/jobs/corrections-officer-green-rock-correctional-center-pittsylvania-virginia-united-states,NA
Corrections Officer: Harrisonburg CCAP #01370,Full-Time (Salaried),"Harrisonburg
  Rockingham
  Shenandoah",,Dept of Corr - Central Admin,https://www.jobs.virginia.gov/jobs/corrections-officer-harrisonburg-ccap-harrisonburg-virginia-united-states-rockingham-shenandoah,NA
Corrections Officer: Red Onion State Prison #00560,Full-Time (Salaried),"Wise, Virginia",,Dept of Corr - Central Admin,https://www.jobs.virginia.gov/jobs/corrections-officer-pound-virginia-united-states,NA
Corrections Officer: Cold Springs CCAP #01179,Full-Time (Salaried),Augusta County,,Dept of Corr - Central Admin,https://www.jobs.virginia.gov/jobs/corrections-officer-cold-springs-ccap-greenville-virginia-united-states,NA
Corrections Officer: Augusta Correctional Center #00111,Full-Time (Salaried),"Albemarle County
  Alleghany
  Amherst
  Augusta County
  Covington

            Albemarle County
  Alleghany
  Amherst",,Dept of Corr - Central Admin,https://www.jobs.virginia.gov/jobs/corrections-officer-craigsville-virginia-united-states,NA
Cognitive Counselor: P&P District #13 Lynchburg #P1347,Full-Time (Salaried),Lynchburg,Feb 24 2023 at 23:55 EST,Dept of Corr - Central Admin,https://www.jobs.virginia.gov/jobs/cognitive-counselor-p-p-district-13-lynchburg-lynchburg-virginia-united-states,2023-02-24T23:55:00Z
